CU_ID,YEAR,TOTAL_SPAWNERS,TOTAL_CATCH,RECRUITS,TOTAL_RUN,TOTAL_OCEAN_RUN,TOTAL_TERMINAL_RUN,MAINSTEM_CATCH,MAINSTEM_AGE_1,MAINSTEM_AGE_2,MAINSTEM_AGE_3,MAINSTEM_AGE_4,MAINSTEM_AGE_5,MAINSTEM_AGE_6,MAINSTEM_AGE_7,MAINSTEM_MORTALITY_RATE,OCEAN_CATCH,OCEAN_AGE_1,OCEAN_AGE_2,OCEAN_AGE_3,OCEAN_AGE_4,OCEAN_AGE_5,OCEAN_AGE_6,OCEAN_AGE_7,OCEAN_MORTALITY_RATE,TERMINAL_CATCH,TERMINAL_AGE_1,TERMINAL_AGE_2,TERMINAL_AGE_3,TERMINAL_AGE_4,TERMINAL_AGE_5,TERMINAL_AGE_6,TERMINAL_AGE_7,TERMINAL_MORTALITY_RATE,SPAWNERS_AGE_1,SPAWNERS_AGE_2,SPAWNERS_AGE_3,SPAWNERS_AGE_4,SPAWNERS_AGE_5,SPAWNERS_AGE_6,SPAWNERS_AGE_7,RUN_AGE_1,RUN_AGE_2,RUN_AGE_3,RUN_AGE_4,RUN_AGE_5,RUN_AGE_6,RUN_AGE_7,CATCH_AGE_1,CATCH_AGE_2,CATCH_AGE_3,CATCH_AGE_4,CATCH_AGE_5,CATCH_AGE_6,CATCH_AGE_7,TOTAL_MORTALITY_RATE,TOTAL_EXPLOITATION_RATE,OCEAN_EXPLOITATION_RATE
CK-75,2021,1281,70,NA,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,612,655,54,,,,,,,,,0.05,
CK-75,2022,2259,254,NA,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,1046,1184,105,,,,,,,,,0.10,
CK-75,2023,1017,86,NA,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,590,412,62,,,,,,,,,0.08,
CK-75,2024,767,38,NA,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,369,320,17,,,,,,,,,0.05,
CK-68,1985,8320,25169,14074,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,2495,23108,7555,,,,,,,,,0.75,
CK-68,1986,9767,24660,35437,1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222,6238,17044,9898,,,,,,,,,0.72,
CK-68,1987,4298,17933,24031,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,1704,15776,4065,,,,,,,,,0.81,
CK-68,1988,2991,6700,18307,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710,2073,2192,4713,,,,,,,,,0.69,
CK-68,1989,3544,6202,29710,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,2225,5116,1685,,,,,,,,,0.64,
CK-68,1990,4692,5040,15289,1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071,2305,5449,905,,,,,,,,,0.52,
CK-68,1991,5902,10247,29435,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,5423,7799,2654,,,,,,,,,0.63,
CK-68,1992,9860,28593,9635,1797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797,6576,28824,1260,,,,,,,,,0.74,
CK-68,1993,9235,17365,18041,1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916,7115,14249,3315,,,,,,,,,0.65,
CK-68,1994,5167,10359,8888,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,6093,7543,1447,,,,,,,,,0.67,
CK-68,1995,7756,16108,8898,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083,3160,17770,1835,,,,,,,,,0.67,
CK-68,1996,12162,19018,5355,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,15422,9661,5416,,,,,,,,,0.61,
CK-68,1997,7146,9847,6626,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,2473,13375,511,,,,,,,,,0.58,
CK-68,1998,3670,6344,9096,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,3907,4571,1281,,,,,,,,,0.63,
CK-68,1999,6440,10569,11561,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,3143,13170,355,,,,,,,,,0.62,
CK-68,2000,2911,4440,7475,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,2201,3863,1035,,,,,,,,,0.60,
CK-68,2001,7971,4161,8786,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,3250,7022,1295,,,,,,,,,0.34,
CK-68,2002,1809,1690,6422,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,957,1879,435,,,,,,,,,0.48,
CK-68,2003,4031,3288,11023,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,2010,4621,575,,,,,,,,,0.45,
CK-68,2004,3725,4818,7758,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,1652,6039,435,,,,,,,,,0.56,
CK-68,2005,8850,7904,10070,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,5518,10000,844,,,,,,,,,0.47,
CK-68,2006,1861,1780,6617,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,1934,1513,43,,,,,,,,,0.49,
CK-68,2007,3844,5946,5071,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,3223,5770,142,,,,,,,,,0.61,
CK-68,2008,4483,4687,4662,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,5484,2979,314,,,,,,,,,0.51,
CK-68,2009,5642,1875,7077,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,2309,4485,19,,,,,,,,,0.25,
CK-68,2010,6178,5792,7054,1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,5922,4363,452,,,,,,,,,0.48,
CK-68,2011,4493,2235,18959,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,2329,3686,455,,,,,,,,,0.33,
CK-68,2012,3548,2084,15033,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,2105,2924,197,,,,,,,,,0.37,
CK-68,2013,2999,1165,11574,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,1268,2446,169,,,,,,,,,0.28,
CK-68,2014,6980,192,13566,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,3600,2862,186,,,,,,,,,0.03,
CK-68,2015,5876,401,7342,809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809,2122,3213,132,,,,,,,,,0.06,
CK-68,2016,13096,2763,2464,1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884,10109,3780,87,,,,,,,,,0.17,
CK-68,2017,12513,5475,1809,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,8678,8095,164,,,,,,,,,0.30,
CK-68,2018,7472,3001,3838,1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1310,4608,4389,166,,,,,,,,,0.29,
CK-68,2019,6482,6547,4892,1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266,6297,5314,153,,,,,,,,,0.50,
CK-68,2020,7310,5078,5633,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,971,5056,5965,395,,,,,,,,,0.41,
CK-68,2021,2282,125,NA,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,1091,1167,96,,,,,,,,,0.05,
CK-68,2022,353,40,NA,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,163,185,16,,,,,,,,,0.10,
CK-68,2023,3236,275,NA,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,1877,1312,198,,,,,,,,,0.08,
CK-68,2024,4104,204,NA,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527,1976,1714,92,,,,,,,,,0.05,
